Sample in Buffer,Sample in Window,TRIGGER,design_1_i/audio_reader_0_playing,design_1_i/audio_reader_0_finished,design_1_i/audio_reader_0_buzzer,design_1_i/blk_mem_gen_0_douta[7:0],design_1_i/audio_reader_0_address[7:0]
761,761,0,0,0,0,7f,ff
762,762,0,0,0,0,7f,ff
763,763,0,0,0,0,7f,ff
764,764,0,0,0,0,7f,ff
765,765,0,0,0,0,7f,ff
766,766,0,0,0,0,7f,ff
767,767,0,0,0,0,7f,ff
768,768,0,0,0,0,7f,ff
769,769,0,0,0,0,7f,ff
770,770,0,0,0,0,7f,ff
771,771,0,0,0,0,7f,ff
772,772,0,0,0,0,7f,ff
773,773,0,0,0,0,7f,ff
774,774,0,0,0,0,7f,ff
775,775,0,0,0,0,7f,ff
776,776,0,0,0,0,7f,ff
777,777,0,0,0,0,7f,ff
778,778,0,0,0,0,7f,ff
779,779,0,0,0,0,7f,ff
780,780,0,0,0,0,7f,ff
781,781,0,0,0,0,7f,ff
782,782,0,0,0,0,7f,ff
783,783,0,0,0,0,7f,ff
784,784,0,0,0,0,7f,ff
785,785,0,0,0,0,7f,ff
786,786,0,0,0,0,7f,ff
787,787,0,0,0,0,7f,ff
788,788,0,0,0,0,7f,ff
789,789,0,0,0,0,7f,ff
790,790,0,0,0,0,7f,ff
791,791,0,0,0,0,7f,ff
792,792,0,0,0,0,7f,ff
793,793,0,0,0,0,7f,ff
794,794,0,0,0,0,7f,ff
795,795,0,0,0,0,7f,ff
796,796,0,0,0,0,7f,ff
797,797,0,0,0,0,7f,ff
798,798,0,0,0,0,7f,ff
799,799,0,0,0,0,7f,ff
800,800,0,0,0,0,7f,ff
801,801,0,0,0,0,7f,ff
802,802,0,0,0,0,7f,ff
803,803,0,0,0,0,7f,ff
804,804,0,0,0,0,7f,ff
805,805,0,0,0,0,7f,ff
806,806,0,0,0,0,7f,ff
807,807,0,0,0,0,7f,ff
808,808,0,0,0,0,7f,ff
809,809,0,0,0,0,7f,ff
810,810,0,0,0,0,7f,ff
811,811,0,0,0,0,7f,ff
812,812,0,0,0,0,7f,ff
813,813,0,0,0,0,7f,ff
814,814,0,0,0,0,7f,ff
815,815,0,0,0,0,7f,ff
816,816,0,0,0,0,7f,ff
817,817,0,0,0,0,7f,ff
818,818,0,0,0,0,7f,ff
819,819,0,0,0,0,7f,ff
820,820,0,0,0,0,7f,ff
821,821,0,0,0,0,7f,ff
822,822,0,0,0,0,7f,ff
823,823,0,0,0,0,7f,ff
824,824,0,0,0,0,7f,ff
825,825,0,0,0,0,7f,ff
826,826,0,0,0,0,7f,ff
827,827,0,0,0,0,7f,ff
828,828,0,0,0,0,7f,ff
829,829,0,0,0,0,7f,ff
830,830,0,0,0,0,7f,ff
831,831,0,0,0,0,7f,ff
832,832,0,0,0,0,7f,ff
833,833,0,0,0,0,7f,ff
834,834,0,0,0,0,7f,ff
835,835,0,0,0,0,7f,ff
836,836,0,0,0,0,7f,ff
837,837,0,0,0,0,7f,ff
838,838,0,0,0,0,7f,ff
839,839,0,0,0,0,7f,ff
840,840,0,0,0,0,7f,ff
841,841,0,0,0,0,7f,ff
842,842,0,0,0,0,7f,ff
843,843,0,0,0,0,7f,ff
844,844,0,0,0,0,7f,ff
845,845,0,0,0,0,7f,ff
846,846,0,0,0,0,7f,ff
847,847,0,0,0,0,7f,ff
848,848,0,0,0,0,7f,ff
849,849,0,0,0,0,7f,ff
850,850,0,0,0,0,7f,ff
851,851,0,0,0,0,7f,ff
852,852,0,0,0,0,7f,ff
853,853,0,0,0,0,7f,ff
854,854,0,0,0,0,7f,ff
855,855,0,0,0,0,7f,ff
856,856,0,0,0,0,7f,ff
857,857,0,0,0,0,7f,ff
858,858,0,0,0,0,7f,ff
859,859,0,0,0,0,7f,ff
860,860,0,0,0,0,7f,ff
861,861,0,0,0,0,7f,ff
862,862,0,0,0,0,7f,ff
863,863,0,0,0,0,7f,ff
864,864,0,0,0,0,7f,ff
865,865,0,0,0,0,7f,ff
866,866,0,0,0,0,7f,ff
867,867,0,0,0,0,7f,ff
868,868,0,0,0,0,7f,ff
869,869,0,0,0,0,7f,ff
870,870,0,0,0,0,7f,ff
871,871,0,0,0,0,7f,ff
872,872,0,0,0,0,7f,ff
873,873,0,0,0,0,7f,ff
874,874,0,0,0,0,7f,ff
875,875,0,0,0,0,7f,ff
876,876,0,0,0,0,7f,ff
877,877,0,0,0,0,7f,ff
878,878,0,0,0,0,7f,ff
879,879,0,0,0,0,7f,ff
880,880,0,0,0,0,7f,ff
881,881,0,0,0,0,7f,ff
882,882,0,0,0,0,7f,ff
883,883,0,0,0,0,7f,ff
884,884,0,0,0,0,7f,ff
885,885,0,0,0,0,7f,ff
886,886,0,0,0,0,7f,ff
887,887,0,0,0,0,7f,ff
888,888,0,0,0,0,7f,ff
889,889,0,0,0,0,7f,ff
890,890,0,0,0,0,7f,ff
891,891,0,0,0,0,7f,ff
892,892,0,0,0,0,7f,ff
893,893,0,0,0,0,7f,ff
894,894,0,0,0,0,7f,ff
895,895,0,0,0,0,7f,ff
896,896,0,0,0,0,7f,ff
897,897,0,0,0,0,7f,ff
898,898,0,0,0,0,7f,ff
899,899,0,0,0,0,7f,ff
900,900,0,0,0,0,7f,ff
901,901,0,0,0,0,7f,ff
902,902,0,0,0,0,7f,ff
903,903,0,0,0,0,7f,ff
904,904,0,0,0,0,7f,ff
905,905,0,0,0,0,7f,ff
906,906,0,0,0,0,7f,ff
907,907,0,0,0,0,7f,ff
908,908,0,0,0,0,7f,ff
909,909,0,0,0,0,7f,ff
910,910,0,0,0,0,7f,ff
911,911,0,0,0,0,7f,ff
912,912,0,0,0,0,7f,ff
913,913,0,0,0,0,7f,ff
914,914,0,0,0,0,7f,ff
915,915,0,0,0,0,7f,ff
916,916,0,0,0,0,7f,ff
917,917,0,0,0,0,7f,ff
918,918,0,0,0,0,7f,ff
919,919,0,0,0,0,7f,ff
920,920,0,0,0,0,7f,ff
921,921,0,0,0,0,7f,ff
922,922,0,0,0,0,7f,ff
923,923,0,0,0,0,7f,ff
924,924,0,0,0,0,7f,ff
925,925,0,0,0,0,7f,ff
926,926,0,0,0,0,7f,ff
927,927,0,0,0,0,7f,ff
928,928,0,0,0,0,7f,ff
929,929,0,0,0,0,7f,ff
930,930,0,0,0,0,7f,ff
931,931,0,0,0,0,7f,ff
932,932,0,0,0,0,7f,ff
933,933,0,0,0,0,7f,ff
934,934,0,0,0,0,7f,ff
935,935,0,0,0,0,7f,ff
936,936,0,0,0,0,7f,ff
937,937,0,0,0,0,7f,ff
938,938,0,0,0,0,7f,ff
939,939,0,0,0,0,7f,ff
940,940,0,0,0,0,7f,ff
941,941,0,0,0,0,7f,ff
942,942,0,0,0,0,7f,ff
943,943,0,0,0,0,7f,ff
944,944,0,0,0,0,7f,ff
945,945,0,0,0,0,7f,ff
946,946,0,0,0,0,7f,ff
947,947,0,0,0,0,7f,ff
948,948,0,0,0,0,7f,ff
949,949,0,0,0,0,7f,ff
950,950,0,0,0,0,7f,ff
951,951,0,0,0,0,7f,ff
952,952,0,0,0,0,7f,ff
953,953,0,0,0,0,7f,ff
954,954,0,0,0,0,7f,ff
955,955,0,0,0,0,7f,ff
956,956,0,0,0,0,7f,ff
957,957,0,0,0,0,7f,ff
958,958,0,0,0,0,7f,ff
959,959,0,0,0,0,7f,ff
960,960,0,0,0,0,7f,ff
961,961,0,0,0,0,7f,ff
962,962,0,0,0,0,7f,ff
963,963,0,0,0,0,7f,ff
964,964,0,0,0,0,7f,ff
965,965,0,0,0,0,7f,ff
966,966,0,0,0,0,7f,ff
967,967,0,0,0,0,7f,ff
968,968,0,0,0,0,7f,ff
969,969,0,0,0,0,7f,ff
970,970,0,0,0,0,7f,ff
971,971,0,0,0,0,7f,ff
972,972,0,0,0,0,7f,ff
973,973,0,0,0,0,7f,ff
974,974,0,0,0,0,7f,ff
975,975,0,0,0,0,7f,ff
976,976,0,0,0,0,7f,ff
977,977,0,0,0,0,7f,ff
978,978,0,0,0,0,7f,ff
979,979,0,0,0,0,7f,ff
980,980,0,0,0,0,7f,ff
981,981,0,0,0,0,7f,ff
982,982,0,0,0,0,7f,ff
983,983,0,0,0,0,7f,ff
984,984,0,0,0,0,7f,ff
985,985,0,0,0,0,7f,ff
986,986,0,0,0,0,7f,ff
987,987,0,0,0,0,7f,ff
988,988,0,0,0,0,7f,ff
989,989,0,0,0,0,7f,ff
990,990,0,0,0,0,7f,ff
991,991,0,0,0,0,7f,ff
992,992,0,0,0,0,7f,ff
993,993,0,0,0,0,7f,ff
994,994,0,0,0,0,7f,ff
995,995,0,0,0,0,7f,ff
996,996,0,0,0,0,7f,ff
997,997,0,0,0,0,7f,ff
998,998,0,0,0,0,7f,ff
999,999,0,0,0,0,7f,ff
1000,1000,0,0,0,0,7f,ff
1001,1001,0,0,0,0,7f,ff
1002,1002,0,0,0,0,7f,ff
1003,1003,0,0,0,0,7f,ff
1004,1004,0,0,0,0,7f,ff
1005,1005,0,0,0,0,7f,ff
1006,1006,0,0,0,0,7f,ff
1007,1007,0,0,0,0,7f,ff
1008,1008,0,0,0,0,7f,ff
1009,1009,0,0,0,0,7f,ff
1010,1010,0,0,0,0,7f,ff
1011,1011,0,0,0,0,7f,ff
1012,1012,0,0,0,0,7f,ff
1013,1013,0,0,0,0,7f,ff
1014,1014,0,0,0,0,7f,ff
1015,1015,0,0,0,0,7f,ff
1016,1016,0,0,0,0,7f,ff
1017,1017,0,0,0,0,7f,ff
1018,1018,0,0,0,0,7f,ff
1019,1019,0,0,0,0,7f,ff
1020,1020,0,0,0,0,7f,ff
1021,1021,0,0,0,0,7f,ff
1022,1022,0,0,0,0,7f,ff
1023,1023,0,0,0,0,7f,ff
